JULIáN GUTIéRREZ SERRANO,Hypermedia,2
MARC VAN LEEUWEN,Programming,1
JUAN DE LARA,Generated,1
M. R. RAO,Optimization,1
S. BING YAO,System,1
SUSHIL JAJODIA,Transaction,1
VOLKER WEISPFENNING,Numerical,1
S. TODD,Binary,1
JOXAN JAFFAR,Programming,1
MARTíN LLAMAS NISTAL,Environments,1
ALFREDO FERNáNDEZ-VALMAYOR,"Analysis,",1
RICARDO LóPEZ PIETRO,Systems,1
CARLO ZANIOLO,Mining,1
DONNA HARMAN,Relevance,1
DIDIER LéVÊQUE,Interfaces,1
ARMIN B. CREMERS,Program,1
F. MANFREDI,Base,1
PAUL SUETENS,Bayesian,1
JUAN DE LARA,Automatically,1
JIM DIEDERICH,"Objects,",1
VIPUL KASHYAP,Building,1
HARTMUT EHRIG,1997,1
ELLEN RILOFF,Information,1
FABIO CIRAVEGNA,Effective,1
A. J. FIELD,The,1
BENJAMIN C. PIERCE,Foundational,1
DAVID SCOTT WARREN,Language,1
MICHAEL D. SOO,Types,1
MICHAEL WEISS,Agent,1
RICHARD M. KARP,The,1
LUC BOASSON,Languages,1
S. BING YAO,An,1
J. BAKER,Mining,1
DANIELA PETRELLI,Extraction,1
JAKUB ZAVREL,Nlp,1
SHARAD MALIK,Digital,1
DONNA HARMAN,Feedback,1
DONNA HARMAN,Techniques,1
ROLF HENNICKER,Uml,1
A. M. MORENO,Laboratory,1
WALTER DEALEMANS,Feature-rich,1
SUSHIL JAJODIA,Privacy,1
JULIáN GUTIéRREZ SERRANO,Adaptive,1
MARTIN NUSSBAUMER,Web-anwendungen,1
DAVID MAIER,Systems,1
RAVI MUKKAMALA,Control,1
DIDIER PLATEAU,User,1
VINCENZO MARZIALE,Working,1
FABIO CIRAVEGNA,Extraction,1
RICHARD T. SNODGRASS,Overview,1
SANDEEPAN BANERJEE,Oracle,1
A. GONZáLEZ,An,1
JAMES C. LESTER,Exploratory,1
DOMENICO SACCà,Design,1
R. CONEJO,Collares,1
DAVID MAIER,Database,1
JOSé ÁNGEL VADILLO ZORITA,Hyperspace,1
ARTO SALOMAA,"Functions,",1
ROBERTO GORRIERI,Tour,1
JüRGEN SAUER,Scheduling,1
ARMIN B. CREMERS,Information,1
DOLORES CUANDRA,Relational,1
A. J. FIELD,Functional,1
F. MANFREDI,Codasyl,1
DIDIER PLATEAU,Introduction,1
DWIGHT DEUGO,Patterns,1
F. MANFREDI,Dbms,1
SIMON PARSONS,Logics,1
ARTO SALOMAA,D0l,1
JOSé LUIS FERNáNDEZ ALEMáN,Semantics,1
HENK BARENDREGT,Proof-assistants,1
KIM B. BRUCE,The,1
TOMáS A. PéREZ,Educational,1
PALOMA MARTINEZ,Preserving,1
CRESCENCIO BRAVO,Actions,1
ELLEN RILOFF,Retrieval,1
CRESCENCIO BRAVO,Drawing,1
FRANçOIS BANCILHON,Language,1
TEODOR C. PRZYMUSINSKI,On,1
JEFF RICKEL,An,1
ROBERT E. NOONAN,Time,1
VIBBY GOTTEMUKKALA,Design,1
BERND MAHR,Driving,1
PIERANGELA SAMARATI,"Authentication,",2
JOSé AMBROSIO TOVAL ÁLVAREZ,Semantics,1
KIM MARRIOTT,Unification,1
P. BERTAINA,Logical,1
M. LACRUZ,Drawing,1
MANUEL VELASCO,Preserving,1
MANUEL VELASCO,Constraints,1
DAVID MAIER,Alternative,1
CAROL SODERLUND,Fpc,1
JEAN-LOUIS LASSEZ,Unification,1
LEE A. HOLLAAR,Text,1
M. J. FERNáNDEZ,Environments,1
B. CURTO,Adam,1
GREGORY R. ANDREWS,Programming,1
PERETZ SHOVAL,Model,1
KENG SIAU,Rational,1
PATRICK E. O'NEIL,Performance,1
F. MANFREDI,Physical,1
YORICK WILKS,Using,1
HERMAN GEUVERS,Systems,1
PAOLO CIANCARINI,Coordination,1
DAVID MAIER,Dbms,1
M. J. FERNáNDEZ,Creating,1
RODNEY M. GOODMAN,Information,1
JOSé LUIS FERNáNDEZ ALEMáN,Formalizing,1
M. HOWARD WILLIAMS,Benchmarking,1
STEVEN A. DEMURJIAN,Traditional,1
HEIKO THIMM,Playout,1
WILLIAM B. FRAKES,Stemming,1
DANIELA PETRELLI,Human-centred,1
DWIGHT DEUGO,Reusable,1
ANTONIO ALBANO,Computer-aided,1
GERHARD WIDMER,Research,1
ROGER KING,Data,1
JAMES C. LESTER,Lifelike,1
JULIAN DAVIES,Planner,1
R. CONEJO,System,1
ARMIN B. CREMERS,Modules,1
JAN M. ZYTKOW,Mining,1
ANDRé OOSTERLINCK,Approaches,1
RAJIV GUPTA,Data,1
P. A. MASSEY,Prolog,1
P. BERTAINA,Relational,1
A. MECCHIA,Physical,1
RICARDO LóPEZ PIETRO,Strategies,1
YASUFUMI TAKAMA,Events,1
S. BING YAO,Design,2
AHMED K. ELMAGARMID,Optimization,1
P. GIOLITO,Design,1
ALEXIEI DINGLI,Adaptive,1
ANTONIO ALBANO,Design:,1
JANE S. RICHARDSON,Ore,1
S. BING YAO,Methods,1
SUBRAMANIAN RAJAGOPALAN,Compiler,1
TOMáS A. PéREZ,Systems,1
DIDIER PLATEAU,Interfaces,1
NADIA BUSI,Tour,1
R. CONEJO,Parameters,1
JANE S. RICHARDSON,Structures,1
H. V. JAGADISH,Retrieval,1
VISHU KRISHNAMURTHY,Data:,1
SUSHIL JAJODIA,Concurrency,1
A. GONZáLEZ,Educational,1
STEVEN A. DEMURJIAN,Software,1
ROGER KING,Semantic,1
CIARáN BRYCE,Security,1
PHILIPPE SMETS,Representation,1
MARIAN H. NODINE,Optimization,1
JERZY TIURYN,Logics,1
CYRIL U. ORJI,Multimedia,1
LUIS E. ANIDO-RIAL,Www,1
CARLOS NIETO,Relationship,1
SIMON PARSONS,Argumentation,1
FRED B. SCHNEIDER,Concepts,1
EYAL YARDENI,Logic,1
MICHAEL J. MAHER,Revisited,1
A. M. MORENO,Using,1
DAVID J. DEWITT,Alternative,1
MICHAEL J. MAHER,Equivalences,1
DOMENICO SACCà,Dbms,1
LUIS E. ANIDO-RIFóN,Collaborative,1
DANIELA PETRELLI,Document,1
JEAN-LOUIS LASSEZ,Logic,1
YASUFUMI TAKAMA,Rare,1
JIM DIEDERICH,Rules,1
BARRON C. HOUSEL,Design,1
SANDEEPAN BANERJEE,All,1
SHARAD MALIK,Processors,1
DAVID MAIER,Object-oriented,1
ANDREW DINN,Optimization,1
M. J. FERNáNDEZ,Scenarios,1
JOSé ÁNGEL VADILLO ZORITA,Hypermedia,2
CLARK ELLIOTT,Synthesis,1
BENJAMIN C. PIERCE,Languages,1
WITOLD STANISZKIS,Data,1
BORYS OMELAYENKO,Mapping,1
JOSé BRAVO,Design,1
S. TORRES,Collares,1
REINHARD WILHELM,Shape,1
BARRON C. HOUSEL,Interactive,1
FERNANDO VéLEZ,Alternative,1
GIACINTO LOSQUADRO,Working,1
ANTONIO DI LEVA,Environment,1
ABDELSALAM HEDDAYA,Optimization,1
YASUYUKI SUMI,Enhancing,1
PIERO FRATERNALI,Language,1
BORYS OMELAYENKO,Web,1
JEFF RICKEL,Synthesis,1
SUBRAMANIAN RAJAGOPALAN,Signal,1
JOSé ÁNGEL VADILLO ZORITA,Adaptive,1
MATTEO PAMPOLINI,Intelligent,1
JIM A. CRAMMOND,Database,1
ROBERTA COCHRANE,Database,1
ROGER B. DANNENBERG,Systems,1
JAMES HATFIELD,Rice,1
RODNEY M. GOODMAN,Induction,1
FABIO CIRAVEGNA,Annotation,1
SERGE ABITEBOUL,Primitive,1
MANUEL ALFONSECA,Generated,1
RICHARD T. SNODGRASS,Tquel,1
ROBERTO GORRIERI,Coordination,1
JEAN-ERIC PIN,Logic,1
YASUFUMI TAKAMA,Factors,1
YASUFUMI TAKAMA,Awareness,1
LILIANA FAVRE,Static,1
ANTONIO NAVARRO,Domain,1
PAUL SUETENS,System,1
JOHN C. MITCHELL,Type,1
VINEETH KUMAR PALERI,Specifications,1
VANCE E. WADDLE,System,1
JOSé AMBROSIO TOVAL ÁLVAREZ,Formalizing,1
YUKIO OHSAWA,Effects,1
FRED B. SCHNEIDER,Concurrent,1
CYRIL U. ORJI,Dbms,1
VISHU KRISHNAMURTHY,Architecture,1
HIROKO SHOJI,Chance,1
AMIT P. SHETH,Multimedia,1
PIERO FRATERNALI,Designing,1
ALEXANDER TUZHILIN,Applications,1
BERND MAHR,Review,1
VERóNICA DAHL,Logic,1
JUAN C. BURGUILLO-RIAL,Via,1
PETER VAN EMDE BOAS,Simulation,1
CRESCENCIO BRAVO,Collaborative,1
BALTASAR FERNáNDEZ-MANJóN,Using,1
P. GIOLITO,Environment,1
PETER WEGNER,Object-oriented,1
ELLEN RILOFF,Databases,1
FRANCISCO JOSé GARCíA,Using,1
CLARK ELLIOTT,An,1
J. BAKER,Interactive,1
HERMAN GEUVERS,Dependent,1
ROBERTO ZICARI,In,1
MICHAEL WEISS,Coordination,1
RAVINDRA B. KESKAR,Compiling,1
KENG SIAU,Language,1
ELENA CASTRO,Constraints,1
PERETZ SHOVAL,Cardinality,1
GIACINTO LOSQUADRO,Solutions,1
SHARAD MALIK,Compiler,1
SOPHIE CLUET,Language,1
PARIS C. KANELLAKIS,Elements,1
PETER WEGNER,Classification,1
RAVI S. SANDHU,Access,2
VANCE E. WADDLE,Interactive,1
JOSé ÁNGEL VADILLO ZORITA,Purposes,1
MICHAEL I. JORDAN,Networks,1
DAVID C. RICHARDSON,Structures,1
RAVINDRA B. KESKAR,Code,1
SANDEEPAN BANERJEE,The,1
B. CURTO,Engineering,1
ALFREDO FERNáNDEZ-VALMAYOR,Domain,1
JEAN-LOUIS LASSEZ,Language,1
THOM W. FRüHWIRTH,Programs,1
A. M. MORENO,Engineering,1
TOBIN J. LEHMAN,Performance,1
RICARDO LóPEZ PIETRO,Knowledge,1
JEFF RICKEL,Computing:,1
HELEN PULL,Logic,1
VANCE E. WADDLE,An,1
JOSé LUIS SIERRA,Development,1
KENG SIAU,Analysis,1
THOM W. FRüHWIRTH,Polymorphically,1
JOSé ÁNGEL VADILLO ZORITA,Strategies,1
R. CONEJO,Training,1
JUAN DE LARA,Multimedia,1
ROBIN MILNER,Algebraic,1
ANTONIO DI LEVA,Design:,1
PIERANGELA SAMARATI,Access,2
DAVID C. RICHARDSON,3d,1
KAYLIANG ONG,Data,1
CLARK ELLIOTT,Agents,1
ALEXANDRU MATEESCU,Truth,1
S. BING YAO,Database,2
WEI-MIN SHEN,Data,1
DAVID MAIER,Applications,1
MARIAN H. NODINE,Techniques,1
CAROL SODERLUND,Mapping,1
SIMON PARSONS,Chance,1
ERIC N. HANSON,Ariel,1
PATRICK E. O'NEIL,Benchmark,1
RODNEY M. GOODMAN,Rule,1
G. GONZáLEZ,Adam,1
SUBRAMANIAN RAJAGOPALAN,Retargetable,1
ALAN WATT,Techniques,1
BERND MAHR,Development:,1
MICHAEL J. MAHER,Logic,2
M. LACRUZ,Synchronous,1
FRANCISCO JOSé GARCíA,Software,1
MANUEL SERRANO,Metrics,1
OMRI SERLIN,Debitcredit,1
JEFF RICKEL,Affective,1
ALEXIEI DINGLI,Extraction,1
RICARDO LóPEZ PIETRO,Guiding,1
JULIáN GUTIéRREZ SERRANO,Pedagogical,1
FERNANDO VéLEZ,Workstation-server,1
RICHARD T. SNODGRASS,Temporal,1
DOLORES CUANDRA,Schemata,1
BARRON C. HOUSEL,Integration,1
JANE S. RICHARDSON,High-grade,1
MARC VAN LEEUWEN,Functional,1
F. J. BLANCO,Tools,1
YORICK WILKS,Information,1
SERGE ABITEBOUL,Schemas,1
OMRI SERLIN,The,1
BALTASAR FERNáNDEZ-MANJóN,Development,1
ROBERTO ZICARI,Database,1
DAVID MAIER,Cad,1
ALEXIEI DINGLI,Human-centred,1
ROLF HENNICKER,Applications,1
JULIáN GUTIéRREZ SERRANO,Educational,1
JAMES HATFIELD,Sequence,1
GREGORY R. ANDREWS,Concurrent,1
JEAN-LOUIS LASSEZ,Scheme,1
STEFANO PARABOSCHI,Designing,1
JOHN C. MITCHELL,Programming,1
DAVID MAIER,Architectures,1
S. BING YAO,Network,1
RUDOLF KRUSE,Belief,2
EMMANUEL WALLER,Schemas,1
FERNANDO VéLEZ,Architectures,1
PARIS C. KANELLAKIS,Method,1
M. HOWARD WILLIAMS,Prolog,1
CLARK ELLIOTT,Lifelike,1
PARIS C. KANELLAKIS,Language,1
JUAN C. BURGUILLO-RIAL,Modules,1
G. GONZáLEZ,Laboratory,1
WOLFGANG THOMAS,Infinite,1
DAVID J. DEWITT,Architectures,1
RICARDO LóPEZ PIETRO,User,1
PALOMA MARTINEZ,Schemata,1
DIDIER TALLOT,Interfaces,1
JULIáN GUTIéRREZ SERRANO,Access,1
ANTONIO DI LEVA,Computer-aided,1
LILIANA FAVRE,Object-oriented,1
GERHARD WIDMER,Potential,1
VIBBY GOTTEMUKKALA,Evaluation,1
WOLFGANG KLAS,Multimedia,1
JACOB STEIN,Object-oriented,1
MARIO PIATTINI,Data,1
ELIZABETH A. KENDALL,Agent,1
JEAN-LOUIS LASSEZ,Revisited,1
PIERO FRATERNALI,Chimera:,1
VIBBY GOTTEMUKKALA,Manager,1
BORYS OMELAYENKO,Integration,1
SIMON PARSONS,Discovery,1
EDWARD A. FOX,Hashing,1
JACK MILTON,Database,1
EYAL YARDENI,Programs,1
TOMáS A. PéREZ,Guiding,1
HENK BARENDREGT,Programming,1
A. MECCHIA,Base,1
WILLIAM L. BYNUM,Environments,1
BERND MAHR,Expectations,1
ERIK SANDEWALL,Change,1
NORA KOCH,Uml,1
ANTONIO ALBANO,Database,1
JOSé LUIS SIERRA,Domain,1
M. J. FERNáNDEZ,Web-based,1
THOMAS LEMKE,Modules,1
KENG SIAU,Unified,2
DAVID C. RICHARDSON,Mining,1
RAVI MURTHY,Oracle,1
MARCO CREMONINI,Coordination,1
VINCENZO MARZIALE,Accord,1
PADHRAIC SMYTH,Information,1
NEELAM GUPTA,Testing,1
MANUEL ALFONSECA,Virtual,1
NORA KOCH,Systematic,1
A. GONZáLEZ,Adaptive,1
JOSé ÁNGEL VADILLO ZORITA,Access,1
EGON BöRGER,Compiler,1
ANTONIO NAVARRO,"Analysis,",1
OMRI SERLIN,History,1
DIDIER TALLOT,Building,1
RICARDO LóPEZ PIETRO,Hypermedia,2
A. GONZáLEZ,Aid,1
PERETZ SHOVAL,Integrity,1
ALFREDO FERNáNDEZ-VALMAYOR,Educational,1
PAUL TARAU,Infrastructure,1
JOHN A. STANKOVIC,Embedded,1
LUIS E. ANIDO-RIFóN,Training,1
MICHAEL WEISS,Reusable,1
JULIáN GUTIéRREZ SERRANO,Systems,1
KRISHNA G. KULKARNI,Database,1
WILLIAM B. FRAKES,Algorithms,1
DAVID B. FOGEL,Algorithms?,1
R. CONEJO,Intensity,1
EMMANUEL WALLER,Method,1
MARC H. SCHOLL,Object-oriented,1
JOSé AMBROSIO TOVAL ÁLVAREZ,Seamless,1
PARIS C. KANELLAKIS,Introduction,1
PAOLO CONFORTO,Flexible,1
TOBIN J. LEHMAN,Evaluation,1
H. V. JAGADISH,Indexing,1
STEVEN BLUNDY,Fpc,1
VERóNICA DAHL,Infrastructure,1
JOSé ÁNGEL VADILLO ZORITA,With,1
LUIS E. ANIDO-RIFóN,Web-based,1
WILLIAM L. BYNUM,Time,1
CLAUDE DELOBEL,Introduction,1
TOMáS A. PéREZ,Purposes,1
PETER WEGNER,Paradigm,1
TERRY A. HALPIN,Orm:,1
GERHARD WIDMER,Music,1
MANUEL CAEIRO,Creating,1
JOSé BRAVO,Drawing,1
J. V. BENLLOCH,Www,1
MANUEL CAEIRO,Collaborative,1
KRISHNA G. KULKARNI,Active,1
HARTMUT EHRIG,Practice,1
JOSé ÁNGEL VADILLO ZORITA,Element,1
TEODOR C. PRZYMUSINSKI,Declarative,1
NORA KOCH,Design,1
F. J. GONZáLEZ,Articulated,1
RAVINDRA B. KESKAR,Mobile,1
JOSé ÁNGEL VADILLO ZORITA,Educational,1
JOHN C. MITCHELL,Languages,1
RUDOLF KRUSE,Model,1
MANUEL ORTEGA,Learning,1
SHMUEL SAGIV,Analysis,1
FABIO CIRAVEGNA,Adaptive,1
R. CONEJO,Ortof�nicos,1
MECHTHILD ROHEN,Information,1
LUIS E. ANIDO-RIFóN,Scenarios,1
AMIT P. SHETH,Metadata,1
JAMES C. LESTER,Pedagogical,1
NORMAN W. PATON,Optimization,1
BHARAT G. MITBANDER,Mining,1
TOBIN J. LEHMAN,Database,1
ROBERT E. NOONAN,Environments,1
ARTO SALOMAA,Lindenmayer,1
B. CURTO,Upper,1
JOSé AMBROSIO TOVAL ÁLVAREZ,Metamodels,1
PALOMA MARTINEZ,Relational,1
HERMAN GEUVERS,Proof-assistants,1
P. GIOLITO,Codasyl,1
YASUFUMI TAKAMA,Imagination,1
MICHAEL J. MAHER,Programming,1
MARCO CREMONINI,Security,1
DAVID MAIER,Implementation,1
JACOB STEIN,Development,1
S. TORRES,Rhythm,1
DOMENICO SACCà,Data,1
PHILIPPE FUTTERSACK,Workstation-server,1
JEAN BERSTEL,Context-free,1
NADIA BUSI,Guided,1
SUBRAMANIAN RAJAGOPALAN,Processors,1
ANDRé OOSTERLINCK,Pattern-classification,1
BALTASAR FERNáNDEZ-MANJóN,Domain,1
SHARAD MALIK,Framework,1
VIPUL KASHYAP,Quilt,1
HENDRIK PIETER BARENDREGT,Lambda,1
JEAN-CLAUDE MAMOU,Interfaces,1
MARIO PIATTINI,Warehouse,1
ANDREA OMICINI,Introduction,1
JACK MILTON,Rules,1
FRED B. SCHNEIDER,Programming,1
ANDREA OMICINI,Enabling,1
DANIELA PETRELLI,Effective,1
JOSé AMBROSIO TOVAL ÁLVAREZ,Uml,1
JOSé ÁNGEL VADILLO ZORITA,Guiding,1
SUSHIL JAJODIA,Conflicts,1
LEE A. HOLLAAR,Retrieval,1
ROBERTA COCHRANE,Sql3,1
KRISHNA G. KULKARNI,Features,1
VIBBY GOTTEMUKKALA,Lock,1
Y. KIM,Optimization,1
HENK BARENDREGT,Type,1
SYLVIA L. OSBORN,Systems,1
KSHITIJ SHAH,Metadata,1
OLIVER JUNG,Web-anwendungen,1
VANCE E. WADDLE,Integration,1
F. J. BLANCO,Upper,1
SUBRAMANIAN RAJAGOPALAN,Long,1
ANTONIO NAVARRO,Hypermedia,1
MIGUEL A. REDONDO,Actions,1
F. MANFREDI,Design,1
JULIáN GUTIéRREZ SERRANO,An,1
DAVID HAREL,Structures,1
CLEMENT T. YU,Query,1
MATTEO PAMPOLINI,Office,1
ALEXANDRU MATEESCU,"Functions,",1
YORICK WILKS,Extraction,1
DAVID HAREL,Towards,1
VIBBY GOTTEMUKKALA,Memory-resident,1
LENWOOD S. HEATH,Algorithms,1
PAUL SUETENS,Heuristic,1
LILIANA FAVRE,Systematic,1
CLAUDE DELOBEL,Query,1
MANUEL ORTEGA,Collaborative,1
JUAN DE LARA,Courses,1
GIACINTO LOSQUADRO,Accord,1
GERHARD WIDMER,On,1
MECHTHILD ROHEN,Systems,1
M. R. RAO,Combinatorial,1
HARTMUT EHRIG,Tapsoft,1
CARLO ZANIOLO,Metaqueries,1
ULRICH SCHIEL,Integrity,1
MICHAEL J. MAHER,Scheme,1
DIDIER PLATEAU,Environment,1
MARIO PIATTINI,Metrics,1
CLEMENT T. YU,Processing,1
HENK BARENDREGT,Using,1
ALAN R. HEVNER,Database,1
M. N. MORENO,Engineering,1
RICHARD M. KARP,Challenges,1
JOHN C. MITCHELL,Systems,1
VALERIA MIHALACHE,D0l,1
ALEXIEI DINGLI,Information,1
RODNEY M. GOODMAN,Using,1
JULIAN DAVIES,Implementation,1
KSHITIJ SHAH,Patch,1
RAVI S. SANDHU,Intrusion,2
TOBIN J. LEHMAN,The,1
ROBERTO GORRIERI,Models:,1
EYAL YARDENI,Polymorphically,1
HIROKO SHOJI,Business,1
WEI-MIN SHEN,Mining,1
FRED ENGLER,Rice,1
ROBERT E. NOONAN,Memory,1
PETER MCBURNEY,Argumentation,1
PATRICK BORRAS,Building,1
RICHARD M. KARP,Genomics,1
BENJAMIN C. PIERCE,Calculi,1
MICHAEL J. FRANKLIN,Control,1
VALERIA DE ANTONELLIS,Design:,1
JAN M. ZYTKOW,Databases,1
A. GONZáLEZ,Knowledge,1
DWIGHT DEUGO,Agent,1
SERGE ABITEBOUL,Identity,1
G. GONZáLEZ,Using,1
JAKUB ZAVREL,Extraction,1
THOMAS LEMKE,Logic,1
PETER VAN EMDE BOAS,Machine,1
MIRA BALABAN,Enforcing,1
JOSé BRAVO,Learning,1
JULIáN GUTIéRREZ SERRANO,Purposes,1
PATRICK E. O'NEIL,Measurement,1
R. VENUGOPAL,Compiling,1
ROBERT E. NOONAN,Management,1
PAUL SUETENS,Approaches,1
JOHN DARLINGTON,The,1
RICARDO LóPEZ PIETRO,Limiting,1
WOLFGANG KLAS,Management,1
SILVIA CLERICI,Models,1
MARC H. SCHOLL,Physical,1
SUBRAMANIAN RAJAGOPALAN,Framework,1
PARIS C. KANELLAKIS,Primitive,1
WALTER DEALEMANS,Information,1
THOM W. FRüHWIRTH,Logic,1
RUDOLF KRUSE,Transferable,1
DIDIER LéVÊQUE,Building,1
JOSé LUIS SIERRA,Using,1
TOMáS A. PéREZ,Hyperspace,1
TEODOR C. PRZYMUSINSKI,Databases,1
JANE S. RICHARDSON,3d,1
ROBERTA COCHRANE,Active,1
DIDIER LéVÊQUE,Looks,1
ERIK SANDEWALL,Reasoning,1
M. HOWARD WILLIAMS,Optimization,1
ROGER B. DANNENBERG,Interactive,1
JAKUB ZAVREL,Shallow,1
RICARDO LóPEZ PIETRO,Adaptive,1
TOBIN J. LEHMAN,Memory-resident,1
PHILIPPE SMETS,Transferable,1
EHUD Y. SHAPIRO,Programs,1
ROGER B. DANNENBERG,Dynamic,1
HELMUT THOMA,Wissen,1
RICHARD T. SNODGRASS,Data,1
BERND MAHR,1985,1
LUIS E. ANIDO-RIFóN,Environments,1
GIACINTO LOSQUADRO,Flexible,1
J. V. BENLLOCH,Courseware,1
FRED ENGLER,Mapping,1
CARLOS NIETO,Preserving,1
ALFREDO FERNáNDEZ-VALMAYOR,Hypermedia,1
ALEXANDER BOCKMAYR,Constraints,1
JOSé BRAVO,Collaborative,1
JAN L. G. DIETZ,Modeling,1
S. TORRES,System,1
ALEXANDER TUZHILIN,Temporal,1
DAVID HAREL,Recursive,1
JEFF RICKEL,Agents,1
CARLOS NIETO,Constraints,1
PATRICK E. O'NEIL,Database,1
YORICK WILKS,Document,1
VALERIA DE ANTONELLIS,Dataid,1
JOSé LUIS SIERRA,Applications,1
FRANCISCO JOSé GARCíA,Upper,1
RAVINDRA B. KESKAR,Safe,1
PETER VAN EMDE BOAS,Models,1
JACOB STEIN,Implementation,1
OSCAR DíAZ,Tool,1
A. GONZáLEZ,Limiting,1
SILVIA CLERICI,Uml,1
ROBERTA COCHRANE,Features,1
YASUFUMI TAKAMA,Information,1
JULIáN GUTIéRREZ SERRANO,Element,1
HENDRIK PIETER BARENDREGT,Calculus,1
JULIáN GUTIéRREZ SERRANO,Guiding,1
P. BERTAINA,Design,1
ANDRé OOSTERLINCK,Bayesian,1
PARIS C. KANELLAKIS,Object,1
ROLF HENNICKER,Design,1
Q. WU,Integration,1
KSHITIJ SHAH,Multimedia,1
ARTO SALOMAA,Systems,1
DANIELA PETRELLI,Using,1
EYAL YARDENI,Typed,1
VIPUL KASHYAP,Metadata,1
CLARK ELLIOTT,Affective,1
RAVI MUKKAMALA,Transaction,1
JOXAN JAFFAR,Language,1
LILIANA FAVRE,Approach,1
WITOLD STANISZKIS,Physical,1
A. J. FIELD,Unification,1
JULIáN GUTIéRREZ SERRANO,Construction,1
P. GIOLITO,Logical,1
PIERO FRATERNALI,Applications,1
WITOLD STANISZKIS,Design,1
VIJAY CHANDRU,Combinatorial,1
RODNEY M. GOODMAN,Theory,1
FELIKS KLUZNIAK,Perspective,1
VISHU KRISHNAMURTHY,The,1
B. CURTO,Laboratory,1
GERHARD WIDMER,Machine,1
ROBERTO ZICARI,Updates,1
MIRA BALABAN,Er,1
JOSé ÁNGEL VADILLO ZORITA,Construction,1
ROBERTO ZICARI,Schema,1
HENK BARENDREGT,Language,1
ALFREDO FERNáNDEZ-VALMAYOR,Design,1
EGON BöRGER,Wam,1
PATRICK E. O'NEIL,The,1
NEELAM GUPTA,Flow,1
WILLIAM L. BYNUM,Management,1
MIRA BALABAN,Cardinality,1
ROBERT E. NOONAN,Run,1
KAYLIANG ONG,Mining,1
ARTO SALOMAA,Watson-crick,1
MIGUEL A. REDONDO,Design,1
JUAN C. BURGUILLO-RIAL,Courseware,1
A. MECCHIA,Dbms,1
M. HOWARD WILLIAMS,Database,1
RAVI MURTHY,Your,1
KENJI MASE,Enhancing,1
RICARDO LóPEZ PIETRO,Educational,1
DAVID MAIER,Three,1
SANJAY MANCHANDA,Logic-based,1
THOMAS LEMKE,Systems,1
PHILIPPE FUTTERSACK,Architectures,1
LENWOOD S. HEATH,Hashing,1
FERNANDO VéLEZ,Three,1
TOBIN J. LEHMAN,System,1
F. J. GONZáLEZ,Intensity,1
JUAN DE LARA,Distance,1
BALTASAR FERNáNDEZ-MANJóN,Design,1
LEE A. HOLLAAR,Information,1
RAVI MUKKAMALA,Reduction,1
JOHN LIM,Interfaces,1
MANUEL ALFONSECA,Distance,1
MIGUEL A. REDONDO,Drawing,1
MICHAEL D. SOO,Temporal,1
MANUEL CAEIRO,Scenarios,1
MANUEL CAEIRO,Web-based,1
JOSé LUIS SIERRA,Hypermedia,1
STEPHANIE FORREST,Algorithms,1
ROBIN MILNER,Concurrent,1
ANDRé OOSTERLINCK,Heuristic,1
SHMUEL SAGIV,Applications,1
AMIT P. SHETH,Quilt,1
PAUL SUETENS,Pattern-classification,1
KENG SIAU,Modeling,1
DIDIER PLATEAU,Looks,1
MANUEL ALFONSECA,Internet,1
STEVEN P. WARTIK,Algorithms,1
S. TODD,An,1
DAVID C. RICHARDSON,High-grade,1
LEE A. HOLLAAR,Databases,1
PAOLO CIANCARINI,Models:,1
PARIS C. KANELLAKIS,Schemas,1
VINEETH KUMAR PALERI,Code,1
MICHAEL J. MAHER,Language,1
ALEXANDER TUZHILIN,Databases,1
MARIO PIATTINI,Quality,1
M. LACRUZ,Collaborative,1
RICHARD T. SNODGRASS,An,1
HOCK CHUAN CHAN,Interfaces,1
PATRICK E. O'NEIL,Set,1
MARTíN LLAMAS NISTAL,Collaborative,1
JOSé LUIS FERNáNDEZ ALEMáN,Uml,1
FRANCISCO JOSé GARCíA,Engineering,1
ALEXANDER TUZHILIN,Knowledge-based,1
DIDIER LéVÊQUE,User,1
F. J. GONZáLEZ,System,1
VINEETH KUMAR PALERI,Optimizers,1
F. J. BLANCO,Case,2
P. A. MASSEY,Database,1
RICARDO LóPEZ PIETRO,Purposes,1
JOSé BRAVO,Actions,1
KENJI MASE,Conversations,1
OLIVER JUNG,F�r,1
KIM B. BRUCE,Imperative,1
PAUL TARAU,Towards,1
DENNIS MCLEOD,Semantic,1
FéLIX BUENDíA,Via,1
WOLFGANG KLAS,Database,1
VISHU KRISHNAMURTHY,All,1
PARIS C. KANELLAKIS,Programming,1
FéLIX BUENDíA,Courseware,1
BARRON C. HOUSEL,Database,1
ARTO SALOMAA,Dna:,1
F. J. GONZáLEZ,Collares,1
NORA KOCH,Applications,1
JUAN DE LARA,Integration,1
MARTIN NUSSBAUMER,F�r,1
JAN L. G. DIETZ,"Information,",1
